title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro
税务专员,西安,6-11K,样例企业11464,各行业通用,100-499人,民营,J-TAX-001-11464,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,杭州,6-11K,样例企业11465,各行业通用,100-499人,民营,J-TAX-001-11465,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11466,会计师事务所,500-999人,上市公司,J-TAX-001-11466,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,深圳,6-11K,样例企业11467,各行业通用,100-499人,民营,J-TAX-001-11467,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11468,会计师事务所,500-999人,上市公司,J-TAX-001-11468,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,北京,6-11K,样例企业11469,各行业通用,100-499人,民营,J-TAX-001-11469,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11470,税务咨询,1000-9999人,国企,J-TAX-001-11470,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11471,各行业通用,100-499人,民营,J-TAX-001-11471,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,西安,6-11K,样例企业11472,税务咨询,1000-9999人,国企,J-TAX-001-11472,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11473,各行业通用,100-499人,民营,J-TAX-001-11473,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11474,会计师事务所,500-999人,上市公司,J-TAX-001-11474,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,杭州,6-11K,样例企业11475,税务咨询,1000-9999人,国企,J-TAX-001-11475,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,深圳,6-11K,样例企业11476,会计师事务所,500-999人,上市公司,J-TAX-001-11476,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,杭州,6-11K,样例企业11477,税务咨询,1000-9999人,国企,J-TAX-001-11477,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,西安,6-11K,样例企业11478,各行业通用,100-499人,民营,J-TAX-001-11478,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11479,各行业通用,100-499人,民营,J-TAX-001-11479,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11480,会计师事务所,500-999人,上市公司,J-TAX-001-11480,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,深圳,6-11K,样例企业11481,税务咨询,1000-9999人,国企,J-TAX-001-11481,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,杭州,6-11K,样例企业11482,各行业通用,100-499人,民营,J-TAX-001-11482,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,杭州,6-11K,样例企业11483,税务咨询,1000-9999人,国企,J-TAX-001-11483,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11484,会计师事务所,500-999人,上市公司,J-TAX-001-11484,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,西安,6-11K,样例企业11485,税务咨询,1000-9999人,国企,J-TAX-001-11485,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,杭州,6-11K,样例企业11486,会计师事务所,500-999人,上市公司,J-TAX-001-11486,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11487,税务咨询,1000-9999人,国企,J-TAX-001-11487,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11488,会计师事务所,500-999人,上市公司,J-TAX-001-11488,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11489,税务咨询,1000-9999人,国企,J-TAX-001-11489,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,北京,6-11K,样例企业11490,会计师事务所,500-999人,上市公司,J-TAX-001-11490,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,北京,6-11K,样例企业11491,税务咨询,1000-9999人,国企,J-TAX-001-11491,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,北京,6-11K,样例企业11492,税务咨询,1000-9999人,国企,J-TAX-001-11492,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11493,各行业通用,100-499人,民营,J-TAX-001-11493,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11494,各行业通用,100-499人,民营,J-TAX-001-11494,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,深圳,6-11K,样例企业11495,各行业通用,100-499人,民营,J-TAX-001-11495,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,北京,6-11K,样例企业11496,会计师事务所,500-999人,上市公司,J-TAX-001-11496,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,深圳,6-11K,样例企业11497,会计师事务所,500-999人,上市公司,J-TAX-001-11497,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,杭州,6-11K,样例企业11498,会计师事务所,500-999人,上市公司,J-TAX-001-11498,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,上海,6-11K,样例企业11499,税务咨询,1000-9999人,国企,J-TAX-001-11499,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
税务专员,成都,6-11K,样例企业11500,税务咨询,1000-9999人,国企,J-TAX-001-11500,"负责税务申报、税务筹划、发票管理与税收政策研究，强调税务法规理解、合规意识和筹划能力。 重点技能：税法法规, 税务申报, 税务筹划, 发票管理, ERP系统, 财务分析, 跨境税务",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11501,消费品,100-499人,民营,J-COS-001-11501,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11502,零售,500-999人,上市公司,J-COS-001-11502,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11503,汽车,100-499人,民营,J-COS-001-11503,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11504,零售,500-999人,上市公司,J-COS-001-11504,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,上海,5-10K,样例企业11505,汽车,100-499人,民营,J-COS-001-11505,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11506,零售,100-499人,民营,J-COS-001-11506,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11507,消费品,100-499人,民营,J-COS-001-11507,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11508,消费品,100-499人,民营,J-COS-001-11508,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11509,零售,100-499人,民营,J-COS-001-11509,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11510,消费品,1000-9999人,国企,J-COS-001-11510,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11511,消费品,100-499人,民营,J-COS-001-11511,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11512,制造业,1000-9999人,国企,J-COS-001-11512,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11513,消费品,1000-9999人,国企,J-COS-001-11513,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11514,制造业,100-499人,民营,J-COS-001-11514,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11515,零售,1000-9999人,国企,J-COS-001-11515,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11516,零售,100-499人,民营,J-COS-001-11516,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11517,汽车,500-999人,上市公司,J-COS-001-11517,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11518,制造业,100-499人,民营,J-COS-001-11518,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11519,汽车,500-999人,上市公司,J-COS-001-11519,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11520,零售,100-499人,民营,J-COS-001-11520,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11521,零售,500-999人,上市公司,J-COS-001-11521,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11522,汽车,500-999人,上市公司,J-COS-001-11522,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,上海,5-10K,样例企业11523,零售,100-499人,民营,J-COS-001-11523,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11524,汽车,100-499人,民营,J-COS-001-11524,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11525,制造业,500-999人,上市公司,J-COS-001-11525,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11526,零售,100-499人,民营,J-COS-001-11526,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11527,消费品,1000-9999人,国企,J-COS-001-11527,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,上海,5-10K,样例企业11528,制造业,500-999人,上市公司,J-COS-001-11528,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,上海,5-10K,样例企业11529,消费品,1000-9999人,国企,J-COS-001-11529,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11530,汽车,500-999人,上市公司,J-COS-001-11530,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11531,零售,500-999人,上市公司,J-COS-001-11531,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11532,制造业,500-999人,上市公司,J-COS-001-11532,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,上海,5-10K,样例企业11533,零售,1000-9999人,国企,J-COS-001-11533,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,上海,5-10K,样例企业11534,制造业,1000-9999人,国企,J-COS-001-11534,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11535,汽车,100-499人,民营,J-COS-001-11535,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11536,消费品,100-499人,民营,J-COS-001-11536,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11537,零售,1000-9999人,国企,J-COS-001-11537,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11538,零售,1000-9999人,国企,J-COS-001-11538,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11539,制造业,100-499人,民营,J-COS-001-11539,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11540,零售,1000-9999人,国企,J-COS-001-11540,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11541,消费品,1000-9999人,国企,J-COS-001-11541,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11542,制造业,100-499人,民营,J-COS-001-11542,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,杭州,5-10K,样例企业11543,制造业,1000-9999人,国企,J-COS-001-11543,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,成都,5-10K,样例企业11544,消费品,1000-9999人,国企,J-COS-001-11544,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,北京,5-10K,样例企业11545,制造业,500-999人,上市公司,J-COS-001-11545,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11546,制造业,1000-9999人,国企,J-COS-001-11546,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,西安,5-10K,样例企业11547,制造业,1000-9999人,国企,J-COS-001-11547,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11548,汽车,500-999人,上市公司,J-COS-001-11548,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
成本会计,深圳,5-10K,样例企业11549,制造业,500-999人,上市公司,J-COS-001-11549,"负责成本核算、费用分摊、成本分析与控制建议，强调数据准确性、成本意识与分析能力。 重点技能：成本核算, 费用分析, ERP系统, 标准成本, 差异分析, Excel, 预算管理",用于演示 CareerPilot 岗位导入能力的样例数据。
